# Credits: EU Copernicus Marine Service information - https://marine.copernicus.eu
# Product: GLOBAL_ANALYSISFORECAST_BGC_001_028
# Dataset: cmems_mod_glo_bgc-pft_anfc_0.25deg_P1D-m
# Variable: Mass concentration of chlorophyll a in sea water (chl) mg m-3
# Geometry: POINT(14.264882051276247 -30.245739608019125)
# Values from graph: v(h): value vs. elevation
# Date: 02/01/2023 00:00

depth,chl
0.4940253794193268,0.3657553493976593
1.5413753986358643,0.3657758831977844
2.6456685066223145,0.36583516001701355
3.8194947242736816,0.3659534156322479
5.078223705291748,0.36617109179496765
6.440614223480225,0.366547554731369
7.92956018447876,0.36714285612106323
9.572997093200684,0.3679911196231842
11.40500259399414,0.369177907705307
13.467138290405273,0.3708450496196747
15.810072898864746,0.37345027923583984
18.495559692382812,0.37928062677383423
21.59881591796875,0.39220064878463745
25.211408615112305,0.42192625999450684
29.44472885131836,0.4827916920185089
34.43415451049805,0.5484820008277893
40.344051361083984,0.5140376687049866
47.373687744140625,0.4527861177921295
55.76428985595703,0.3975023627281189
65.8072738647461,0.38496384024620056
77.85385131835938,0.35250529646873474
92.3260726928711,0.175852432847023
109.72927856445312,0.059791870415210724
130.66598510742188,0.024675946682691574
155.85072326660156,0.014847981743514538
186.1255645751953,0.010977201163768768
